,Time,Day_of_week,Age_band_of_driver,Sex_of_driver,Educational_level,Driving_experience,Type_of_vehicle,Area_accident_occured,Lanes_or_Medians,Road_allignment,Types_of_Junction,Road_surface_type,Road_surface_conditions,Light_conditions,Weather_conditions,Type_of_collision,Number_of_vehicles_involved,Number_of_casualties,Vehicle_movement,Cause_of_accident,Accident_severity
1984,07:30:00,Monday,18-30,Male,Elementary school,< 1,Motorcycle,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Overtaking,Slight
1985,14:00:00,Monday,18-30,Male,High school,"(2, 5)",Automobile,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Overloading,Slight
1986,14:00:00,Monday,31-50,Male,Junior high school,"(2, 5)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight
1987,08:00:00,Wednesday,31-50,Male,Above high school,> 10,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Improper parking,Slight
1988,08:00:00,Wednesday,Unknown,Male,Junior high school,"(2, 5)",Stationwagen,Other,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Other,Slight
1989,13:10:00,Monday,31-50,Male,Junior high school,"(2, 5)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,Changing lane to the left,Slight
1990,13:10:00,Monday,Unknown,Male,High school,"(1, 2)",Public,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight
1991,18:10:00,Tuesday,31-50,Male,Junior high school,"(5, 10)",Public,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Slight
1992,18:10:00,Tuesday,31-50,Male,Junior high school,< 1,Stationwagen,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Turnover,Overspeed,Slight
1993,16:33:00,Tuesday,18-30,Male,Junior high school,< 1,Automobile, Industrial areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
1994,16:33:00,Tuesday,Unknown,Male,Elementary school,unknown,Bicycle,  Recreational areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight
1995,18:00:00,Friday,18-30,Unknown,Junior high school,< 1,Automobile, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Changing lane to the right,Slight
1996,18:00:00,Friday,Unknown,Male,Junior high school,"(1, 2)",Lorry,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,No distancing,Slight
1997,19:00:00,Thursday,Unknown,Male,Elementary school,"(2, 5)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to pedestrian,Slight
1998,17:20:00,Wednesday,Unknown,Male,High school,"(1, 2)",Public,Office areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,1,1,Going straight,No distancing,Slight
1999,17:30:00,Wednesday,18-30,Male,Junior high school,"(5, 10)",Special vehicle,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No priority to vehicle,Slight
2000,17:30:00,Wednesday,Unknown,Unknown,Junior high school,< 1,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Reversing,Other,Slight
2001,18:09:00,Friday,18-30,Male,High school,> 10,Public,Residential areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight
2002,18:09:00,Friday,Unknown,Female,Elementary school,"(5, 10)",Automobile,Office areas,other,Tangent road with mountainous terrain and,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
2003,09:40:00,Friday,31-50,Male,Elementary school,< 1,Lorry,Residential areas,other,Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Moving Backward,Driving carelessly,Slight
2004,09:40:00,Friday,Over 51,Unknown,Junior high school,"(5, 10)",Lorry,School areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,O Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
2005,17:04:00,Saturday,31-50,Male,Elementary school,"(5, 10)",Public,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight
2006,17:04:00,Saturday,Under 18,Male,Junior high school,"(2, 5)",Lorry,Other,other,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No distancing,Slight
2007,16:20:00,Sunday,31-50,Unknown,Junior high school,> 10,Lorry,Other,Undivided Two way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Changing lane to the right,Slight
2008,16:20:00,Sunday,31-50,Male,Junior high school,"(5, 10)",Public, Church areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Changing lane to the right,Slight
2009,16:02:00,Thursday,31-50,Male,High school,"(1, 2)",Public,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,3,Going straight,Driving at high speed,Slight
2010,16:02:00,Thursday,31-50,Male,Elementary school,"(5, 10)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,3,Going straight,No distancing,Slight
2011,16:02:00,Thursday,31-50,Male,Elementary school,"(2, 5)",Pick up upto 10Q,Office areas,Two-way (divided with broken lines road marking),Tangent road with mild grade and flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,3,Going straight,Changing lane to the right,Slight
2012,15:44:00,Thursday,18-30,Male,Junior high school,< 1,Stationwagen,Office areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Reversing,Changing lane to the left,Slight
2013,15:44:00,Thursday,18-30,Male,Junior high school,< 1,Other,Office areas,Two-way (divided with broken lines road marking),Sharp reverse curve,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,2,Going straight,Getting off the vehicle improperly,Slight
2014,18:26:00,Thursday,31-50,Male,Junior high school,"(5, 10)",Automobile, Church areas,Undivided Two way,Sharp reverse curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Other,Slight
2015,18:26:00,Thursday,18-30,Male,Junior high school,"(5, 10)",Automobile,Office areas,Undivided Two way,Gentle horizontal curve,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Other,Slight
2016,23:45:00,Thursday,31-50,Male,Elementary school,"(1, 2)",Stationwagen,Other,Double carriageway (median),Gentle horizontal curve,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Rollover,2,1,Going straight,No distancing,Slight
2017,23:45:00,Thursday,31-50,Male,Junior high school,unknown,Pick up upto 10Q,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to vehicle,Slight
2018,18:24:00,Friday,31-50,Male,Elementary school,> 10,Lorry, Church areas,Unknown,Tangent road with mountainous terrain and,No junction,Asphalt roads with some distress,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Overtaking,Slight
2019,18:24:00,Friday,Unknown,Male,Junior high school,"(1, 2)",Automobile,School areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Other,No priority to pedestrian,Slight
2020,14:30:00,Monday,31-50,Male,Junior high school,unknown,Automobile, Church areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No distancing,Slight
2021,14:30:00,Monday,Unknown,Male,Junior high school,> 10,Lorry,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Other,Changing lane to the right,Slight
2022,07:46:00,Friday,31-50,Male,Elementary school,"(2, 5)",Lorry,Other,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Driving carelessly,Slight
2023,07:46:00,Friday,Unknown,Male,Junior high school,"(5, 10)",Lorry, Church areas,Two-way (divided with broken lines road marking),Steep grade upward with mountainous terrain,Crossing,Gravel roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Going straight,Changing lane to the right,Slight
2024,09:47:00,Wednesday,31-50,Male,Junior high school,< 1,Pick up upto 10Q,Other,Double carriageway (median),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,1,1,Going straight,Overtaking,Serious
2025,08:12:00,Wednesday,31-50,Male,Junior high school,"(5, 10)",Pick up upto 10Q,Other,Double carriageway (median),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Other,Other,Slight
2026,07:50:00,Wednesday,31-50,Male,High school,> 10,Automobile,Office areas,Two-way (divided with broken lines road marking),Gentle horizontal curve,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Vehicle with vehicle collision,2,1,Going straight,Driving to the left,Slight
2027,07:50:00,Wednesday,18-30,Male,Junior high school,"(5, 10)",Other,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Wet or damp,Daylight,Raining,Collision with roadside objects,2,1,Going straight,Driving at high speed,Slight
2028,21:00:00,Wednesday,31-50,Unknown,Elementary school,"(1, 2)",Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,2,1,Going straight,Unknown,Slight
2029,21:00:00,Wednesday,Unknown,Female,Junior high school,unknown,Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight
2030,08:05:00,Thursday,31-50,Male,Above high school,"(1, 2)",Automobile,Residential areas,Two-way (divided with broken lines road marking),Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Collision with pedestrians,2,1,Going straight,No distancing,Slight
2031,08:05:00,Thursday,31-50,Male,Junior high school,> 10,Public,Office areas,Undivided Two way,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Other,Slight
2032,14:50:00,Thursday,18-30,Male,Junior high school,"(1, 2)",Lorry,  Recreational areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,No priority to vehicle,Slight
2033,14:50:00,Thursday,31-50,Male,Junior high school,"(5, 10)",Public,Office areas,other,Tangent road with mild grade and flat terrain,Crossing,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Moving Backward,Changing lane to the left,Slight
2034,12:26:00,Friday,18-30,Male,Junior high school,"(2, 5)",Automobile, Industrial areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,No priority to pedestrian,Slight
2035,15:15:00,Friday,31-50,Male,Junior high school,unknown,Automobile,Other,Two-way (divided with broken lines road marking),Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Overtaking,Slight
2036,15:15:00,Friday,18-30,Male,Junior high school,"(2, 5)",Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Collision with roadside objects,2,1,Turnover,Driving carelessly,Slight
2037,20:50:00,Friday,Over 51,Male,Junior high school,"(2, 5)",Automobile,Residential areas,other,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Darkness - lights lit,Normal,Collision with roadside objects,1,1,Going straight,No priority to vehicle,Serious
2038,08:25:00,Saturday,31-50,Male,Junior high school,> 10,Lorry, Industrial areas,other,Tangent road with flat terrain,No junction,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,No priority to pedestrian,Serious
2039,08:25:00,Saturday,31-50,Male,Junior high school,"(1, 2)",Automobile,Residential areas,Undivided Two way,Tangent road with flat terrain,No junction,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Serious
2040,16:30:00,Saturday,18-30,Male,Above high school,"(1, 2)",Public,Residential areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight
2041,15:20:00,Sunday,31-50,Male,Above high school,No Licence,Automobile,Office areas,Undivided Two way,Tangent road with flat terrain,Y Shape,Earth roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight
2042,15:20:00,Sunday,18-30,Male,Junior high school,"(1, 2)",Public,Office areas,Double carriageway (median),Escarpments,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the right,Slight
2043,20:40:00,Tuesday,31-50,Male,Junior high school,"(5, 10)",Lorry,Office areas,other,Tangent road with flat terrain,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Changing lane to the left,Slight
2044,20:40:00,Tuesday,Under 18,Male,Junior high school,> 10,Automobile,Office areas,Undivided Two way,Escarpments,Crossing,Asphalt roads,Dry,Darkness - lights lit,Normal,Vehicle with vehicle collision,2,1,Going straight,Overturning,Slight
2045,13:42:00,Wednesday,Unknown,Male,Junior high school,> 10,Lorry,Office areas,One way,Tangent road with flat terrain,Y Shape,Asphalt roads,Dry,Daylight,Normal,Vehicle with vehicle collision,1,1,Going straight,Driving carelessly,Slight
